Contig	ERR2185436	ERR2185437	ERR2185438	ERR2185439	ERR2185440	ERR2185441	ERR2185442	ERR2185443	ERR2185444	ERR2185445	ERR2185446	SRR23967288	SRR23967289	SRR23967290	SRR23967291	SRR23967292	SRR23967293	SRR23967294	SRR23967295	SRR23967296	SRR23967297	SRR23967298	SRR23967299	SRR23967300	SRR23967301	SRR23967302	SRR23967303	SRR23967304	SRR23967305
SRR23967296_RNODE_1441_length_10089_cov_14.48319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	6.73	0	0	0
SRR23967296_RNODE_1442_length_6420_cov_19.91013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	8.53	0	0	8.43	0	0	0
SRR23967296_RNODE_1443_length_7174_cov_10.23333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	80.29	0	0	0
SRR23967296_RNODE_1444_length_5048_cov_14.94252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	21.17	0	0	0
SRR23967296_RNODE_1445_length_23322_cov_7.58434	0	0	0	0	0	0	0	0	0	0	0	83.46	64.13	13.49	21.22	24.54	9.68	0	0	100	23.61	17.46	0	0	0	64.43	25.21	0	0
SRR23967296_RNODE_1448_length_2611_cov_15.64902	0	0	0	0	0	0	0	0	0	0	0	19.3	0	5.36	5.32	12.95	0	0	0	100	100	100	0	6.47	0	100	100	0	0
SRR23967296_RNODE_1449_length_2260_cov_4.75677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	96.42	73.68	0	0	0	100	14.99	0	0
SRR23967296_RNODE_144_length_2948_cov_13.91660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_1450_length_1981_cov_5.44267	0	0	0	0	0	0	0	0	0	0	0	18.53	0	14.03	13.58	13.98	0	0	0	100	65.77	74.71	0	0	0	22.87	22.77	0	0
SRR23967296_RNODE_1452_length_8614_cov_8.15441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	93.15	0	0	0
SRR23967296_RNODE_1453_length_2279_cov_6.25228	0	0	0	0	0	0	0	0	0	0	0	50.55	12.29	12.29	12.29	0	0	0	0	100	100	100	0	0	0	100	97.85	0	0
SRR23967296_RNODE_1454_length_1056_cov_3.41998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	91.3	100	0	0	0	84.3	100	0	0
SRR23967296_RNODE_1455_length_58453_cov_51.80259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	5.16	0	0	0
SRR23967296_RNODE_1457_length_2430_cov_3.63663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	45.62	0	0	0
SRR23967296_RNODE_1458_length_1002_cov_2.72514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	97.31	0	0	0
SRR23967296_RNODE_1459_length_1671_cov_4.43142	0	0	0	0	0	0	0	0	0	0	0	87.85	0	0	0	0	0	0	0	100	100	97.43	0	0	0	8.14	29.86	0	0
SRR23967296_RNODE_145_length_1056_cov_11.80300	0	0	0	0	0	0	0	0	0	0	0	92.9	0	81.74	57.81	57.62	0	0	83.07	100	100	100	0	0	0	0	13.06	0	0
SRR23967296_RNODE_1462_length_9616_cov_5.19799	0	5.51	0	0	6.08	0	0	0	0	0	0	45.01	11.53	56.13	37.56	42.07	67.4	26.56	80.14	100	99.68	100	54.49	54.63	70.81	50.75	65.13	81.5	50.49
SRR23967296_RNODE_1463_length_12427_cov_21.47383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66	0	0	0	100	100	100	0	0	0	8.43	0	0	0
SRR23967296_RNODE_1464_length_1610_cov_4.55067	0	0	0	0	0	0	0	0	0	0	0	20.73	15.64	0	0	0	0	0	0	100	100	100	0	0	0	83.8	93.17	0	0
SRR23967296_RNODE_1465_length_6285_cov_11.62085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03	0	0	0	0	100	100	98.98	0	0	0	0	0	0	0
SRR23967296_RNODE_1466_length_6476_cov_20.11271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39	0	0	0	100	100	95.63	0	0	0	0	0	0	0
SRR23967296_RNODE_1468_length_3507_cov_6.12533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	24.24	0	0	0
SRR23967296_RNODE_1470_length_3645_cov_4.46824	0	0	0	0	0	0	0	0	0	0	0	7.57	0	85.27	57.28	75.5	0	0	0	100	100	100	7.65	0	0	100	100	0	0
SRR23967296_RNODE_1471_length_1617_cov_3.95701	0	0	0	0	0	0	0	0	0	0	0	46.13	0	0	0	0	0	0	0	100	58.57	90.97	0	0	0	86.52	89.86	0	0
SRR23967296_RNODE_1473_length_1332_cov_1.31439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	77.79	0	0	0
SRR23967296_RNODE_1474_length_10289_cov_9.18321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	98.27	0	0	0	0	0	0	0
SRR23967296_RNODE_1475_length_1074_cov_16.38410	0	0	0	0	0	0	0	0	0	0	0	0	0	25.95	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_1476_length_30226_cov_20.09870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1478_length_9481_cov_8.57463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_1479_length_3018_cov_6.15593	0	0	0	0	0	0	0	0	0	0	0	8.35	0	0	0	0	0	0	0	100	90.16	74.03	0	0	0	64.52	32.43	0	0
SRR23967296_RNODE_147_length_1304_cov_57.04370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1480_length_25363_cov_22.44325	0	0	0	0	0	0	0	0	0	0	0	5.12	34.87	94.41	95.58	95.19	5.25	0	5	100	100	100	6.05	13.54	5.55	55.86	58.33	5.13	5.28
SRR23967296_RNODE_1481_length_4537_cov_19.81158	0	0	0	0	0	0	0	0	0	0	0	9.7	0	0	0	0	0	0	0	100	100	100	0	7.14	0	18.65	12.23	0	0
SRR23967296_RNODE_1482_length_5051_cov_24.42925	0	0	0	0	0	0	0	0	0	0	0	9.11	0	0	0	0	0	0	0	100	100	100	0	0	0	11.17	6.14	0	0
SRR23967296_RNODE_1483_length_13698_cov_8.55396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	12.05	15.55	0	0
SRR23967296_RNODE_1484_length_6324_cov_5.32486	0	0	0	0	0	0	0	0	0	0	0	18.62	0	0	8.85	0	0	0	0	100	43.49	68.58	0	0	0	28.06	12.21	0	0
SRR23967296_RNODE_1485_length_2844_cov_6.05620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_1486_length_4354_cov_4.32413	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38	0	0	0	0	0	100	97.68	89.32	0	0	0	100	15.71	0	0
SRR23967296_RNODE_1487_length_4098_cov_5.66931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	6.78	20.44	0	0	0	0	0	0	0
SRR23967296_RNODE_1488_length_2816_cov_3.12660	0	0	0	0	0	0	0	0	0	0	0	93.54	100	100	96.66	96.95	0	0	14.94	100	100	100	98.79	68.41	0	97.27	97.37	0	0
SRR23967296_RNODE_1489_length_3550_cov_14.70242	0	0	0	0	0	0	0	0	0	0	0	30.53	0	20.05	25.34	71.53	0	0	5.29	100	100	100	0	0	0	21.77	95.92	0	0
SRR23967296_RNODE_148_length_2987_cov_428.91030	0	0	0	0	0	0	0	0	0	0	0	0	0	29.83	23.64	27.95	0	0	0	100	100	100	0	0	0	100	91.9	0	0
SRR23967296_RNODE_1490_length_21079_cov_25.81230	0	0	0	0	0	0	0	0	0	0	0	41.89	18.55	0	8.06	0	38.23	45.5	29.47	100	98.75	97.92	99.15	98.95	0	38.18	7.59	33.63	0
SRR23967296_RNODE_1492_length_4689_cov_5.99679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97	0	0	0	0	100	100	100	5.95	0	0	0	0	0	0
SRR23967296_RNODE_1493_length_1263_cov_5.32457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1494_length_1430_cov_3.68034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_1495_length_29360_cov_11.90647	0	0	0	0	0	0	0	0	0	0	0	0	0	65	68.63	70.72	0	0	0	100	70.39	65.74	0	0	0	57.2	91.78	0	0
SRR23967296_RNODE_1498_length_48245_cov_21.99293	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18	0	0	0	0	0	100	100	100	0	6.42	0	15.66	0	0	0
SRR23967296_RNODE_14_length_4152_cov_12.81770	0	0	0	0	0	0	0	0	0	0	0	0	0	28.29	0	0	0	0	0	100	5.88	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1500_length_36397_cov_11.19746	0	0	0	0	0	0	0	0	0	0	0	43.5	22.67	5.88	6.93	0	11.48	16.84	43.62	100	99.67	100	10.58	9.19	0	51.47	57.62	41.73	0
SRR23967296_RNODE_1501_length_4309_cov_15.90593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68	0	0	0	100	100	100	0	14.06	0	18.54	0	0	0
SRR23967296_RNODE_1502_length_11446_cov_8.04272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_1503_length_38019_cov_7.86543	0	0	0	0	5.84	0	0	0	5.49	0	0	82.94	30.8	22.14	17.47	18.89	20.33	19.58	19.65	100	63.96	77.71	25.2	24.93	26.46	98.3	98.52	20.73	20.11
SRR23967296_RNODE_1504_length_3070_cov_4.84520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	14.85	0	0	0
SRR23967296_RNODE_1505_length_2332_cov_3.64335	0	0	0	0	0	0	0	0	0	0	0	0	11.92	31.89	12	12.99	12	0	0	98.93	98.2	98.93	0	11.92	0	96.44	97.26	6	0
SRR23967296_RNODE_1506_length_3508_cov_4.09214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1507_length_7005_cov_1.40929	0	0	0	0	0	0	0	0	0	0	0	68.47	0	15.93	15.9	7.97	0	0	0	100	100	99.76	0	0	0	95.4	97.94	0	0
SRR23967296_RNODE_1508_length_7477_cov_6.32187	5.6	0	0	0	0	0	0	0	0	0	0	23.57	24.46	73.97	61.56	57.35	0	0	0	100	100	100	53.64	0	0	100	100	0	0
SRR23967296_RNODE_1509_length_16695_cov_10.07329	0	0	0	0	0	0	0	0	0	0	0	10.31	0	0	0	0	0	0	0	100	0	0	0	0	0	88.78	0	0	0
SRR23967296_RNODE_150_length_1095_cov_6.00550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1510_length_17809_cov_7.48879	0	0	0	0	6.04	0	0	0	0	0	0	99.4	64.62	40.66	37.93	35.64	47.72	37.85	46.22	100	100	100	56.34	58.37	65.55	96.42	99.87	46.06	44.88
SRR23967296_RNODE_1511_length_10872_cov_3.75563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	7.39	0	0	0	0	0
SRR23967296_RNODE_1514_length_34730_cov_52.51532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	44.47	0	0	0
SRR23967296_RNODE_1515_length_36426_cov_12.44950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	71.84	0	0	0
SRR23967296_RNODE_1516_length_36020_cov_57.57096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1517_length_34472_cov_30.72059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1518_length_35476_cov_11.45476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	78.13	0	0	0
SRR23967296_RNODE_1519_length_22821_cov_16.67159	0	0	0	0	0	0	0	0	0	0	0	5.07	5.13	0	0	0	0	0	0	100	100	100	0	0	0	70.02	55.06	9.65	0
SRR23967296_RNODE_1520_length_73527_cov_10.87466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78	0	100	7.05	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1521_length_8007_cov_6.06608	0	0	0	0	0	0	0	0	0	0	0	0	25.55	19.66	17.95	18.1	17.3	10.93	24.84	100	92.64	100	22.61	19.83	0	35.04	26.53	13.11	9.6
SRR23967296_RNODE_1522_length_35999_cov_11.35748	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37	5.88	0	0	0	0	100	100	100	0	0	0	62.48	7.62	0	0
SRR23967296_RNODE_1523_length_39942_cov_22.23323	0	0	0	0	0	0	0	0	0	0	0	0	0	28.59	44.05	39.37	15.73	39.26	21.47	100	100	99.53	46.01	0	0	0	5.3	17.53	40.36
SRR23967296_RNODE_1524_length_36163_cov_16.22240	0	0	0	0	0	0	0	0	0	0	0	0	0	10.54	15.46	14.61	0	17.08	0	100	100	100	0	0	0	94.31	97.27	0	0
SRR23967296_RNODE_1525_length_32246_cov_35.40290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	99.99	0	0	0	78.25	93.52	0	0
SRR23967296_RNODE_1526_length_2016_cov_2.85150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	17.06	0	0	0	0	0	0
SRR23967296_RNODE_1527_length_2214_cov_3.24626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	14.04	0	0	0	0	0	0
SRR23967296_RNODE_1528_length_2170_cov_2.76352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	10.18	8.52	0	0	0	0	0
SRR23967296_RNODE_1529_length_1056_cov_0.89459	0	0	0	0	0	0	0	0	0	0	0	93.76	43.33	68.78	0	26.58	0	0	0	100	100	100	0	0	0	100	100	0	0
SRR23967296_RNODE_152_length_1771_cov_11.35740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1530_length_111916_cov_7.98273	5.65	6.67	0	0	6.08	0	0	0	6.54	0	0	98.93	40.18	27.93	23.62	23.71	26.06	23.56	27.26	100	99.99	99.97	49.87	49.41	53.29	99.52	100	25.63	26.67
SRR23967296_RNODE_153_length_37198_cov_21.01770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_155_length_8079_cov_11.97280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	66.28	0	0	0	14.53	35.28	0	0
SRR23967296_RNODE_156_length_2224_cov_9.31610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_157_length_1920_cov_186.04170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.58	0	0	0	0	100	100	100	0	0	0	100	74.96	0	0
SRR23967296_RNODE_158_length_1811_cov_5.00280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.46	0	0	98.84	64.72	0	0	15.35	0	0	0	0	0
SRR23967296_RNODE_159_length_1570_cov_9.00570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.76	17.89	0	0	0	100	100	99.87	0	0	0	17.82	44.05	0	0
SRR23967296_RNODE_15_length_2639_cov_6.87120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	97.01	0	0	0	0	0	0	0
SRR23967296_RNODE_160_length_1951_cov_7.91800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_161_length_30797_cov_265.00860	0	0	0	0	0	0	0	0	0	0	0	0	0	11.88	10.79	23.72	0	0	0	100	100	100	0	0	0	23.98	96.4	0	0
SRR23967296_RNODE_163_length_7000_cov_53.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	14.71	0	0	0
SRR23967296_RNODE_165_length_2052_cov_24.02340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	14.95	0	0	0	0	0	0
SRR23967296_RNODE_166_length_3496_cov_17.00000	0	0	0	0	0	0	0	0	0	0	0	0	36.09	8.01	0	7.98	0	0	0	100	86.39	92.14	0	7.75	0	81.87	58.54	0	0
SRR23967296_RNODE_168_length_2585_cov_43.01660	0	0	0	0	0	0	0	0	0	0	0	0	0	10.25	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_169_length_1143_cov_78.69900	12.6	0	0	0	0	0	0	0	0	0	0	0	0	24.32	0	0	0	0	0	100	100	100	0	0	0	19.42	36.75	0	0
SRR23967296_RNODE_16_length_1255_cov_8.87970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_170_length_5552_cov_28.03670	0	0	0	0	0	0	0	0	0	0	0	5.02	0	12.57	10.08	0	0	0	0	100	100	100	0	7.2	0	25.64	0	0	0
SRR23967296_RNODE_171_length_3932_cov_140.14550	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12	7.02	0	7.12	0	0	100	100	100	14.19	22.3	0	17.37	0	0	0
SRR23967296_RNODE_172_length_3549_cov_142.19980	63.62	0	0	7.83	25.05	0	0	0	0	0	0	0	0	100	100	100	15.78	15.72	15.78	100	100	100	0	0	0	85.43	100	27.59	0
SRR23967296_RNODE_173_length_38893_cov_44.00110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_177_length_27317_cov_9.94980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	29.94	0	0	0
SRR23967296_RNODE_178_length_3206_cov_5.37090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	35.24	0	0	17.4	0	0
SRR23967296_RNODE_179_length_1626_cov_115.07070	0	0	0	0	0	0	0	0	0	0	0	0	23.36	27.84	32.82	58.33	0	0	0	100	100	100	0	0	0	100	90.04	0	74.06
SRR23967296_RNODE_17_length_4838_cov_18.92580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_180_length_41669_cov_20.00050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_181_length_1232_cov_17.73860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_182_length_1710_cov_28.01640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_183_length_4171_cov_15.35650	22.46	0	0	0	0	0	0	0	0	0	0	0	55.29	13.76	0	0	0	0	0	100	100	100	0	71.49	0	100	84.75	0	0
SRR23967296_RNODE_184_length_9000_cov_15.82980	0	0	0	0	0	0	0	0	0	0	0	0	0	12.24	14.42	6.19	0	0	0	100	100	99.07	5.83	0	0	0	0	0	0
SRR23967296_RNODE_185_length_1281_cov_3.39110	0	0	0	0	0	0	0	0	0	0	0	73.38	0	0	21.78	0	0	0	20.61	100	20.3	58.63	84.39	67.76	0	77.75	0	0	0
SRR23967296_RNODE_186_length_1302_cov_3.83180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.44	100	27.63	21.41	0	0	0	11.59	0	0	10.67
SRR23967296_RNODE_188_length_1001_cov_304.46850	0	0	0	0	0	0	0	0	0	0	0	0	0	27.77	0	0	13.99	0	0	100	100	100	30.17	0	0	61.34	54.35	0	0
SRR23967296_RNODE_189_length_2804_cov_23.06880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_190_length_2465_cov_5.34336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_192_length_1235_cov_74.80735	0	0	0	0	0	0	0	0	0	0	0	48.83	71.34	14.01	14.09	14.09	0	12.31	11.34	100	100	100	56.28	90.69	0	11.34	58.22	11.26	0
SRR23967296_RNODE_193_length_1595_cov_8.96780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.85	0	0	100	100	96.55	100	36.68	0	0	0	0	0
SRR23967296_RNODE_194_length_1061_cov_7.77765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	39.21	0	0	0
SRR23967296_RNODE_195_length_1126_cov_1.97918	0	0	0	0	0	0	0	0	0	0	0	0	0	52.88	77.37	66.28	0	0	0	100	87.4	93.97	0	0	0	33.98	49.6	0	0
SRR23967296_RNODE_196_length_1988_cov_16.93269	0	0	0	0	0	0	0	0	0	0	0	0	0	82.1	85.42	100	0	0	0	100	100	100	0	0	0	92.11	99.75	0	0
SRR23967296_RNODE_197_length_1221_cov_10.14003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	93.12	67.65	0	0	0	84.28	36.04	0	0
SRR23967296_RNODE_19_length_5737_cov_13.00230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_1_length_1860_cov_7.92470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	96.29	0	0	0
SRR23967296_RNODE_201_length_1820_cov_49.78864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	100	21.64	0	0
SRR23967296_RNODE_203_length_1824_cov_2.14190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_204_length_1883_cov_18.71622	0	0	0	0	0	0	0	0	0	0	0	0	0	14.87	0	0	0	0	0	100	100	100	0	0	0	14.87	0	0	0
SRR23967296_RNODE_205_length_2902_cov_17.64800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_208_length_1582_cov_23.36321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.84	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_209_length_2264_cov_8.30345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	97.04	0	0	0
SRR23967296_RNODE_20_length_1396_cov_20.82520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_212_length_1468_cov_7.13318	0	0	0	0	0	0	0	0	0	0	0	24.1	0	0	35.4	29	0	0	0	100	92.17	100	0	0	0	0	0	0	0
SRR23967296_RNODE_213_length_7672_cov_21.30372	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27	0	0	0	0	0	100	100	100	0	0	0	7.23	0	0	0
SRR23967296_RNODE_214_length_2012_cov_20.96420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	15.2	0	0	0
SRR23967296_RNODE_216_length_3006_cov_18.89839	0	0	0	0	0	0	0	0	0	0	0	0	0	10.51	17.76	0	0	0	0	100	100	100	0	0	0	72.16	0	0	0
SRR23967296_RNODE_218_length_2637_cov_42.07303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_219_length_3665_cov_22.20553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64	0	0	0	0	100	100	100	0	7.59	0	11.38	7.64	0	0
SRR23967296_RNODE_21_length_2502_cov_8.79300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	98.88	0	0	0
SRR23967296_RNODE_220_length_1566_cov_10.99956	0	0	0	0	0	0	0	0	0	0	0	0	0	17.87	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_221_length_3561_cov_27.71941	0	0	0	0	0	0	0	0	0	0	0	0	0	11.77	0	0	0	0	0	100	100	100	0	0	0	32.8	0	0	0
SRR23967296_RNODE_222_length_1297_cov_425.29152	0	0	0	0	0	0	0	0	0	0	0	10.79	100	100	100	100	80.57	75.64	21.59	100	100	100	32.38	40.71	21.59	100	100	53.43	0
SRR23967296_RNODE_223_length_1676_cov_55.59528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	100	61.96	0	0
SRR23967296_RNODE_225_length_2056_cov_6.62053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	19.98	0	0	0
SRR23967296_RNODE_226_length_1113_cov_9.00382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_228_length_1439_cov_15.37999	0	0	0	0	0	0	0	0	0	0	0	0	0	9.73	0	0	0	0	0	100	100	100	0	29.12	0	19.39	0	0	0
SRR23967296_RNODE_229_length_1161_cov_70.57158	0	0	0	0	0	0	0	0	0	0	0	0	0	12.06	12.06	0	0	0	0	100	100	100	0	0	0	100	44.96	0	0
SRR23967296_RNODE_22_length_5540_cov_21.99220	0	0	0	0	0	0	0	0	0	0	0	0	0	21.78	5.02	10.11	0	0	0	100	100	99.26	0	0	0	85	20.74	0	0
SRR23967296_RNODE_230_length_1711_cov_3.80898	0	0	0	0	0	0	0	0	0	0	0	60.32	0	54.35	41.79	49.09	0	0	0	100	93.92	91.99	26.01	0	0	29.46	8.18	0	0
SRR23967296_RNODE_231_length_1134_cov_41.23085	12.6	0	0	24.14	0	0	0	0	0	0	0	0	100	100	100	100	0	31.28	0	100	100	100	40.62	23.88	0	100	100	21.85	0
SRR23967296_RNODE_232_length_1486_cov_8.81697	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	100	56.49	99.46	0	0	0	0	0	0	0
SRR23967296_RNODE_233_length_3928_cov_21.19353	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13	0	0	0	0	0	100	100	100	0	13.41	0	7.13	0	0	0
