Contig	ERR2185436	ERR2185437	ERR2185438	ERR2185439	ERR2185440	ERR2185441	ERR2185442	ERR2185443	ERR2185444	ERR2185445	ERR2185446	SRR23967288	SRR23967289	SRR23967290	SRR23967291	SRR23967292	SRR23967293	SRR23967294	SRR23967295	SRR23967296	SRR23967297	SRR23967298	SRR23967299	SRR23967300	SRR23967301	SRR23967302	SRR23967303	SRR23967304	SRR23967305
SRR23967296_RNODE_234_length_3695_cov_1.01537	0	0	0	0	0	0	0	0	0	0	0	7.58	0	0	0	0	0	0	0	100	99.97	99.97	0	0	0	0	0	0	0
SRR23967296_RNODE_235_length_1407_cov_24.95180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.04	46.98	70.22	100	100	100	100	42.08	0	0	0	0	0
SRR23967296_RNODE_236_length_2030_cov_8.88804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_237_length_2914_cov_7.86224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_239_length_2121_cov_68.40233	13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	100	66.2	0	0
SRR23967296_RNODE_23_length_1213_cov_18.41060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	100	100	100	0	0	0	23.08	0	0	0
SRR23967296_RNODE_240_length_1536_cov_28.57299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.56	70.33	73	100	100	98.57	100	77.16	0	0	0	26.94	0
SRR23967296_RNODE_242_length_5975_cov_8.94438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	99.95	0	0	0	100	0	0	0
SRR23967296_RNODE_243_length_2669_cov_45.33706	0	0	0	0	0	0	0	0	0	0	0	37.84	0	41.81	44.47	51.41	15.66	5.21	51.14	100	31.43	65.38	25.1	69.65	0	100	100	15.59	0
SRR23967296_RNODE_244_length_1354_cov_39.48007	0	0	0	0	0	0	0	0	0	0	0	0	0	22.66	0	0	45.09	84.13	72.03	100	100	100	100	69.23	0	0	0	76.61	0
SRR23967296_RNODE_245_length_4112_cov_22.41371	0	0	0	0	0	0	0	0	0	0	0	0	0	13.62	5.98	0	0	0	0	100	100	100	0	38.68	0	14.05	6.81	0	0
SRR23967296_RNODE_246_length_2260_cov_9.05709	0	0	0	0	0	0	0	0	0	0	0	49.09	0	0	0	0	6.19	0	0	100	18.53	0	0	0	0	61.61	6.15	0	0
SRR23967296_RNODE_247_length_1901_cov_20.91559	0	0	0	0	0	0	0	0	0	0	0	15.83	0	0	0	0	0	0	0	100	100	100	0	0	0	22.94	0	0	0
SRR23967296_RNODE_248_length_2658_cov_19.90044	0	0	0	0	0	0	0	0	0	0	0	11.36	0	0	0	0	0	0	0	100	100	100	0	0	0	17	0	0	0
SRR23967296_RNODE_24_length_4027_cov_27.00000	26.22	29.8	0	7.57	0	0	0	0	0	0	0	0	0	6.95	0	0	0	0	0	100	100	100	0	0	0	100	97.27	0	0
SRR23967296_RNODE_252_length_3428_cov_5.95495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	98.37	83.79	0	0	0	100	27.53	0	0
SRR23967296_RNODE_253_length_5458_cov_12.86225	0	0	0	0	0	0	0	0	0	0	0	0	0	11.54	7.68	5.66	0	0	0	100	100	100	0	0	0	73.29	7.07	0	0
SRR23967296_RNODE_254_length_1766_cov_2.62716	0	0	0	0	0	0	0	0	0	0	0	0	22.35	88.34	60.67	51.73	25.13	0	7.92	100	98.36	99.55	0	0	0	100	100	0	0
SRR23967296_RNODE_256_length_3330_cov_10.11892	0	0	0	0	0	0	0	0	0	0	0	0	5.43	0	21.95	15.64	93.55	8.38	71.81	100	99.73	100	0	0	0	83.61	68.24	71.09	0
SRR23967296_RNODE_257_length_4000_cov_8.71998	74.76	0	0	0	0	0	0	0	0	0	0	0	6.97	0	0	7	0	0	0	100	100	100	0	0	0	14	39.64	0	0
SRR23967296_RNODE_258_length_2453_cov_22.94239	0	0	0	0	0	0	0	0	0	0	0	0	0	20.06	34.08	0	0	0	0	100	100	100	0	0	0	89.48	22.3	0	0
SRR23967296_RNODE_259_length_1587_cov_12.11485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	17.58	0	0	0
SRR23967296_RNODE_25_length_1375_cov_51.63850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_260_length_2364_cov_21.35922	0	0	0	0	0	0	0	0	0	0	0	11.75	0	0	0	0	0	0	0	100	100	100	0	0	0	18.56	0	0	0
SRR23967296_RNODE_261_length_4241_cov_21.54654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.83	0	0	0	0	100	100	100	0	61.73	0	43.2	27.87	0	0
SRR23967296_RNODE_262_length_4804_cov_19.80526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_263_length_1793_cov_22.85673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	10.04	0	0	0	0	0
SRR23967296_RNODE_264_length_1254_cov_14.77593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_265_length_1246_cov_25.16292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9	73.22	54.85	100	100	100	100	35.2	0	0	0	0	0
SRR23967296_RNODE_266_length_6998_cov_17.43150	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	100	100	99.93	0	0	0	10	0	0	0
SRR23967296_RNODE_267_length_1165_cov_3.51782	0	0	0	0	0	0	0	0	0	0	0	0	0	12.02	0	0	0	0	0	100	100	100	0	0	0	97.25	96.74	0	0
SRR23967296_RNODE_269_length_1636_cov_43.95657	0	0	0	0	0	0	0	0	0	0	0	0	0	17.04	0	22.17	0	0	0	100	100	100	0	0	0	99.33	44.47	0	0
SRR23967296_RNODE_270_length_1181_cov_18.86198	0	0	0	0	0	0	0	0	0	0	0	53.09	0	0	0	0	0	0	0	100	100	100	0	0	0	93.48	92.63	0	0
SRR23967296_RNODE_271_length_1481_cov_8.73242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_272_length_2268_cov_89.91050	0	0	0	0	0	0	0	0	0	0	0	0	0	20.27	23.84	12.34	0	0	0	100	100	100	0	0	0	100	42.53	0	0
SRR23967296_RNODE_273_length_1332_cov_3.77276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	97.6	0	0	0
SRR23967296_RNODE_274_length_3190_cov_24.36860	0	0	0	0	0	0	0	0	0	0	0	9.46	0	8.77	0	0	0	0	0	100	100	100	10.18	0	0	0	0	0	0
SRR23967296_RNODE_275_length_3179_cov_14.27724	0	0	0	0	0	0	0	0	0	0	0	8.81	0	17.49	7.27	0	0	0	0	100	100	100	0	0	0	77.32	16.96	0	0
SRR23967296_RNODE_276_length_1546_cov_7.89780	0	0	0	0	0	0	0	0	0	0	0	41.31	0	43.76	25.21	60.7	36.85	0	64.9	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_277_length_1083_cov_209.70916	0	0	0	0	0	0	0	0	0	0	0	0	0	21.61	55.68	0	0	0	0	100	100	100	0	18.65	0	100	99.08	0	0
SRR23967296_RNODE_278_length_1040_cov_7.32814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_279_length_1225_cov_2.91233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	78.86	98.2	0	0	0	0	0	0	0
SRR23967296_RNODE_27_length_5518_cov_130.55260	0	0	0	0	0	0	0	0	0	0	0	0	0	10.09	0	0	0	0	0	100	100	98.88	0	0	0	21.18	43.2	0	0
SRR23967296_RNODE_280_length_4677_cov_22.92863	0	0	0	0	0	0	0	0	0	0	0	0	0	11.97	0	0	0	0	0	100	100	100	0	0	0	6.41	0	0	0
SRR23967296_RNODE_281_length_2792_cov_13.94419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	20.98	0	0	0
SRR23967296_RNODE_282_length_2173_cov_2.82634	0	0	0	0	0	0	0	0	0	0	0	0	0	12.79	0	0	0	0	0	100	100	100	0	0	0	100	100	0	0
SRR23967296_RNODE_285_length_3815_cov_65.34958	0	0	0	0	0	0	0	0	0	0	0	0	0	15.23	0	0	0	0	0	100	99.92	98.98	0	0	0	98.17	69.33	0	0
SRR23967296_RNODE_286_length_1560_cov_12.55575	0	0	0	0	0	0	0	0	0	0	0	0	32.16	0	0	17.87	0	0	0	100	100	94.81	0	0	0	88.98	85.71	0	0
SRR23967296_RNODE_287_length_4077_cov_24.11804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87	0	0	0	100	100	100	6.3	0	0	80.08	10.65	0	0
SRR23967296_RNODE_288_length_2966_cov_27.51331	0	0	0	0	0	0	0	0	0	0	0	0	0	10.79	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_289_length_2698_cov_5.03228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	80.81	20.64	0	84.48	0	0	0	0	0
SRR23967296_RNODE_28_length_7820_cov_14.00180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	97.7	100	0	0	0	0	0	0	0
SRR23967296_RNODE_290_length_2733_cov_9.80246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	64.18	20.45	0	91.44	0	0	0	0	0
SRR23967296_RNODE_291_length_1932_cov_3.07885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	99.59	96.79	0	0	0	98.55	100	0	0
SRR23967296_RNODE_292_length_23791_cov_20.07277	0	0	0	0	0	0	0	0	0	0	0	0	53.48	0	0	0	0	0	0	100	100	100	0	0	0	64.63	71.17	0	0
SRR23967296_RNODE_293_length_2012_cov_17.75662	0	0	0	0	0	0	0	0	0	0	0	0	0	13.86	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_294_length_5770_cov_13.77542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	22.02	0	0	5.27	0	0	0	0	0
SRR23967296_RNODE_295_length_1152_cov_22.05511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_296_length_4455_cov_25.29706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	11.54	0	0	0
SRR23967296_RNODE_297_length_2720_cov_13.83932	0	0	0	0	0	0	0	0	0	0	0	0	5.15	0	0	0	0	0	0	100	5.15	10.25	0	0	0	20.43	0	0	0
SRR23967296_RNODE_298_length_1273_cov_23.33850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.26	54.91	19.56	100	94.89	100	100	60.72	0	0	0	0	0
SRR23967296_RNODE_299_length_3897_cov_52.07045	0	0	0	0	0	0	0	0	0	0	0	0	7.8	0	24.58	0	0	0	0	100	100	100	0	0	0	100	33	0	0
SRR23967296_RNODE_29_length_3018_cov_5.56790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	18.52	18.32	0	0	0	0	0	0	0
SRR23967296_RNODE_2_length_1828_cov_17.78670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	30.51	0	0	0
SRR23967296_RNODE_300_length_1035_cov_59.64514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	27.15	0	0	0
SRR23967296_RNODE_301_length_3663_cov_17.79643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	37.95	0	0	0
SRR23967296_RNODE_302_length_1013_cov_14.56353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_303_length_2271_cov_69.82951	0	0	0	0	0	0	0	0	0	0	0	0	0	12.07	0	0	0	0	0	100	100	100	0	0	0	100	63.28	0	0
SRR23967296_RNODE_304_length_5978_cov_22.02086	0	0	0	0	0	0	0	0	0	0	0	6.94	0	6.96	0	5.54	6.49	0	0	100	100	100	0	0	0	16.14	0	0	0
SRR23967296_RNODE_305_length_5785_cov_6.94118	0	0	0	0	0	0	0	0	0	0	0	34.35	0	22.96	0	0	0	0	0	100	48.14	54.99	0	0	0	69.85	72.72	0	0
SRR23967296_RNODE_306_length_2227_cov_7.27733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_309_length_2246_cov_24.56779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.46	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_30_length_2025_cov_160.00000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_310_length_1624_cov_22.88932	0	0	0	0	0	0	0	0	0	0	0	0	0	17.23	0	17.23	0	0	0	100	100	100	0	0	0	17.23	0	0	0
SRR23967296_RNODE_312_length_7417_cov_59.66068	0	36.69	0	0	0	0	0	0	0	0	0	99.97	66.17	28.39	48.07	37.37	12.94	29.86	12.7	100	100	74.21	29.43	9.41	0	97.4	59.48	31.83	0
SRR23967296_RNODE_314_length_2026_cov_14.13168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	40.85	0	0	0
SRR23967296_RNODE_315_length_1584_cov_16.86019	10.66	0	0	0	0	0	0	0	0	0	0	49.84	52.74	100	100	100	44.04	0	8.83	100	100	100	17.6	31.17	0	100	100	0	0
SRR23967296_RNODE_316_length_3614_cov_12.52153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	28.91	0	0	0
SRR23967296_RNODE_317_length_3537_cov_4.71278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	99.89	89.79	0	0	0	100	0	0	0
SRR23967296_RNODE_319_length_1311_cov_6.53775	51.41	23.04	21.05	11.14	41.8	0	0	0	0	0	0	0	0	100	100	100	21.36	16.32	0	100	100	100	0	18.61	0	21.36	100	44.85	0
SRR23967296_RNODE_321_length_2891_cov_27.09031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.04	62.4	42.65	100	100	100	100	81.6	0	0	0	24.07	0
SRR23967296_RNODE_322_length_1338_cov_8.69489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.87	100	84.02	100	0	0	0	41.6	40.25	0	0
SRR23967296_RNODE_323_length_2095_cov_18.62617	0	0	0	0	0	0	0	0	0	0	0	100	0	0	26.59	0	0	0	0	100	72.27	100	0	0	0	100	100	0	0
SRR23967296_RNODE_325_length_3016_cov_24.34105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	15.51	0	9.15	9.28	0	0
SRR23967296_RNODE_326_length_3073_cov_52.14210	0	0	0	0	0	0	0	0	0	0	0	0	0	9.11	0	0	0	0	0	100	98.96	100	0	0	0	100	49.59	0	0
SRR23967296_RNODE_327_length_2031_cov_10.81955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_328_length_2135_cov_15.92251	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6	0	0	0	0	0	100	99.25	96.72	8.06	0	0	51.38	37.99	0	0
SRR23967296_RNODE_329_length_7362_cov_25.58519	0	0	0	0	0	0	0	0	0	0	0	0	0	21.17	13.65	11.69	0	0	0	100	100	100	0	0	0	92.34	10.97	0	0
SRR23967296_RNODE_32_length_1354_cov_28.58710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	26.2	0	0	0
SRR23967296_RNODE_330_length_1476_cov_17.26660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	18.89	0	0	18.82	0	0
SRR23967296_RNODE_331_length_2345_cov_41.29142	0	0	0	0	0	0	0	0	0	0	0	0	11.81	100	100	100	5.93	5.93	0	100	100	100	0	0	0	58.34	92.62	0	0
SRR23967296_RNODE_332_length_2193_cov_19.68216	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38	0	0	0	0	0	100	100	100	0	0	0	13.54	0	0	0
SRR23967296_RNODE_333_length_1697_cov_18.14972	0	0	0	0	0	0	0	0	0	0	0	14.44	0	0	0	0	0	0	0	100	100	99.82	0	0	0	100	86.21	0	0
SRR23967296_RNODE_334_length_1339_cov_21.85617	0	0	0	0	0	0	0	0	0	0	0	10.46	0	0	20.76	20.91	0	0	0	100	100	100	0	0	0	82.9	20.84	0	0
SRR23967296_RNODE_335_length_1505_cov_6.15467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	51.23	41.46	0	0	0	0	0	0	0
SRR23967296_RNODE_336_length_1629_cov_26.14513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	8.41	0	0	0
SRR23967296_RNODE_337_length_4450_cov_21.50656	0	0	0	0	0	0	0	0	0	0	0	10.58	0	0	6.09	0	0	0	0	100	100	100	0	11.17	0	25.75	6.45	0	0
SRR23967296_RNODE_339_length_1148_cov_3.71243	0	0	0	0	0	0	0	0	0	0	0	0	0	24.28	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_33_length_1127_cov_4.06030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	25.29	47.29	0	0	0	70.54	100	12.42	0
SRR23967296_RNODE_340_length_2550_cov_50.56078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.98	0	0	0	0	100	100	100	0	0	0	21.83	0	0	0
SRR23967296_RNODE_342_length_2787_cov_20.49356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.47	38.64	36.17	100	100	100	97.17	51.63	0	0	0	12.45	0
SRR23967296_RNODE_343_length_1383_cov_4.62625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_344_length_3762_cov_12.78315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	61.84	36.04	0	99.07	0	26.55	0	0	0
SRR23967296_RNODE_345_length_1337_cov_44.38600	0	0	0	0	0	0	0	0	0	0	0	0	20.94	0	20.94	0	0	0	0	100	100	100	0	22.66	0	98.35	57.14	0	0
SRR23967296_RNODE_346_length_1247_cov_9.70304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_347_length_3156_cov_25.34154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	23.85	0	13.56	8.81	0	0
SRR23967296_RNODE_348_length_3360_cov_16.99645	0	0	0	0	0	0	0	0	0	0	0	0	0	23.95	7.91	13.18	0	0	0	100	100	100	0	0	0	75.81	11.22	0	0
SRR23967296_RNODE_349_length_1515_cov_26.16966	0	0	0	0	0	0	0	0	0	0	0	0	18.48	0	0	0	18.42	0	18.48	100	100	100	0	0	0	61.45	100	0	0
SRR23967296_RNODE_34_length_3913_cov_11.77130	0	0	0	0	0	0	0	0	0	0	0	0	0	30.03	35.98	21.36	0	0	0	100	100	99.9	0	0	0	13.67	67.24	0	0
SRR23967296_RNODE_350_length_3036_cov_21.54826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	75.96	9.22	0	0
SRR23967296_RNODE_351_length_1610_cov_34.52153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.85	61.89	58.41	100	100	100	100	59.53	0	0	0	17.26	0
SRR23967296_RNODE_353_length_3070_cov_21.11853	0	0	0	0	0	0	0	0	0	0	0	16.22	0	16.64	0	23.25	0	0	0	100	100	100	0	0	0	78.09	0	0	0
SRR23967296_RNODE_355_length_4793_cov_63.57635	0	0	0	0	0	0	0	0	0	0	0	0	6.3	0	15.29	5.82	0	0	0	100	100	100	0	0	0	100	52.41	0	0
SRR23967296_RNODE_356_length_3383_cov_7.55813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.87	0	0	100	100	99.73	0	0	0	100	100	0	0
SRR23967296_RNODE_357_length_1506_cov_3.45600	6.24	9.89	7.5	0	0	0	0	0	0	0	0	19.51	10.15	7.9	6.04	9.75	14.47	11.61	11.61	100	98.67	83.21	18.71	17.98	5.97	92.77	12.94	10.62	17.05
SRR23967296_RNODE_358_length_2104_cov_19.03635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	14.06	0	0	0
SRR23967296_RNODE_35_length_1337_cov_9.86540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	100	20.94	0	0
SRR23967296_RNODE_360_length_2196_cov_6.48545	0	0	0	0	0	0	0	0	0	0	0	39.33	0	22.76	35.69	31.45	0	0	0	100	100	100	0	0	0	19.25	100	0	12.74
SRR23967296_RNODE_361_length_3159_cov_25.14137	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7	8.83	0	0	0	0	100	100	100	0	0	0	87.08	0	0	0
SRR23967296_RNODE_363_length_7300_cov_10.93851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_364_length_2157_cov_6.41103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	98.98	0	0	0	0	0	0	0
SRR23967296_RNODE_365_length_4616_cov_6.12865	0	0	0	0	0	0	0	0	0	0	0	0	47.97	65.37	64.83	82.04	0	0	0	100	94.24	95.02	34.5	46.52	0	0	5.93	0	0
SRR23967296_RNODE_366_length_2107_cov_58.42901	0	0	0	0	0	0	0	0	0	0	0	0	0	13.29	13.29	0	0	0	0	100	100	100	0	0	0	100	53.73	0	0
SRR23967296_RNODE_367_length_3344_cov_24.06010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34	0	0	0	100	100	100	9.06	0	0	0	0	0	0
SRR23967296_RNODE_368_length_2350_cov_12.58089	0	0	0	0	0	0	0	0	0	0	0	0	0	11.78	0	0	0	0	0	100	100	100	0	7.02	0	13.02	0	0	0
SRR23967296_RNODE_369_length_1720_cov_7.86850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	32.02	0	0	0
SRR23967296_RNODE_36_length_5965_cov_10.79530	0	5.9	0	0	0	0	0	0	0	0	0	0	0	7.02	0	9.32	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_370_length_1062_cov_5.75027	0	0	0	0	0	0	0	0	0	0	0	0	31.23	100	100	100	26.34	0	0	100	100	100	0	54.84	0	0	39.51	0	0
SRR23967296_RNODE_371_length_3227_cov_51.39350	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	8.65	0	0	100	100	100	38.05	46.17	0	92.5	100	0	9.51
SRR23967296_RNODE_372_length_1135_cov_29.49370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.46	59.56	51.54	100	100	100	100	92.6	12.33	0	0	34.8	0
SRR23967296_RNODE_373_length_1237_cov_64.15919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	100	40.74	0	0
SRR23967296_RNODE_374_length_1400_cov_58.92976	0	0	0	0	0	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	100	100	100	27.34	5.28	0	100	28.69	0	5.64
SRR23967296_RNODE_376_length_6667_cov_23.37489	0	0	0	0	0	0	0	0	0	0	0	0	0	12.52	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_377_length_2934_cov_9.12289	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	33.7	0	28.62	100	85.25	95.74	0	9.4	0	0	0	0	11.07
SRR23967296_RNODE_378_length_2823_cov_26.86171	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88	9.92	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_379_length_6563_cov_7.93122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_37_length_2186_cov_12.33940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.21	0	0	0	0	100	100	100	0	0	0	100	100	0	0
SRR23967296_RNODE_380_length_2966_cov_23.86566	0	0	0	0	0	0	0	0	0	0	0	0	14.16	29.32	0	9.37	0	0	0	100	100	100	0	5.66	0	15.1	0	0	0
SRR23967296_RNODE_382_length_1372_cov_14.80560	0	0	0	0	0	0	0	0	0	0	0	0	20.1	0	0	0	0	0	0	100	100	100	0	0	19.74	29.86	44.65	0	0
SRR23967296_RNODE_383_length_2049_cov_16.60405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_385_length_1023_cov_2.25915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
SRR23967296_RNODE_386_length_1902_cov_18.98338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	19.86	0	0	5.47
SRR23967296_RNODE_387_length_7515_cov_13.21763	0	0	0	0	0	0	0	0	0	0	0	0	0	20.65	11.11	22.22	0	0	0	100	100	100	0	0	0	99.68	23.78	0	0
SRR23967296_RNODE_388_length_1773_cov_2.19242	0	0	0	0	0	0	0	0	0	0	0	0	0	15.74	0	0	0	0	0	100	100	93.23	0	0	0	0	10.1	0	0
SRR23967296_RNODE_389_length_1528_cov_18.88626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.47	41.53	0	100	100	100	98.43	72.2	0	0	0	18.12	0
SRR23967296_RNODE_390_length_1236_cov_15.80179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1	46.73	55.13	100	100	100	100	53.03	0	0	0	0	0
SRR23967296_RNODE_391_length_1517_cov_22.55306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.46	0	0	0	0	100	100	100	0	0	0	74.56	9.23	0	0
SRR23967296_RNODE_392_length_3288_cov_14.57687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	0	0	0	0
SRR23967296_RNODE_393_length_4263_cov_7.84516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.84	0	21.14	100	96.04	100	0	0	0	85.55	73.82	49.94	0
SRR23967296_RNODE_394_length_6407_cov_24.59557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	21.82	0	0	0
SRR23967296_RNODE_395_length_1200_cov_6.23218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	94.34	0	0	0
